"filename", "language", "Python", "TypeScript", "JSON with Comments", "JSON", "TypeScript JSX", "JavaScript", "PostCSS", "Markdown", "XML", "Shell Script", "Dotenv", "comment", "blank", "total"
"c:\projects\diploma\backend\staticfiles\jazzmin\img\icon-calendar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\projects\diploma\backend\staticfiles\jazzmin\img\icon-changelink.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\projects\diploma\backend\staticfiles\jazzmin\img\selector-icons.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 35
"c:\projects\diploma\backend\staticfiles\jazzmin\js\change_form.js", "JavaScript", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 18, 30, 152
"c:\projects\diploma\backend\staticfiles\jazzmin\js\change_list.js", "JavaScript", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 6, 9, 64
"c:\projects\diploma\backend\staticfiles\jazzmin\js\main.js", "JavaScript", 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 15, 24, 126
"c:\projects\diploma\backend\staticfiles\jazzmin\js\related-modal.js", "JavaScript", 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 27, 39, 193
"c:\projects\diploma\backend\staticfiles\jazzmin\js\ui-builder.js", "JavaScript", 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 13, 51, 306
"c:\projects\diploma\backend\staticfiles\jazzmin\plugins\bootstrap-show-modal\bootstrap-show-modal.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\projects\diploma\backend\staticfiles\rest_framework\css\bootstrap-theme.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 6
"c:\projects\diploma\backend\staticfiles\rest_framework\css\bootstrap-tweaks.css", "PostCSS", 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 15, 46, 238
"c:\projects\diploma\backend\staticfiles\rest_framework\css\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 6
"c:\projects\diploma\backend\staticfiles\rest_framework\css\default.css", "PostCSS", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 3, 18, 83
"c:\projects\diploma\backend\staticfiles\rest_framework\css\font-awesome-4.0.3.css", "PostCSS", 0, 0, 0, 0, 0, 0, 1329, 0, 0, 0, 0, 9, 1, 1339
"c:\projects\diploma\backend\staticfiles\rest_framework\css\prettify.css", "PostCSS", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 1, 2, 30
"c:\projects\diploma\backend\staticfiles\rest_framework\fonts\fontawesome-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 1, 415
"c:\projects\diploma\backend\staticfiles\rest_framework\fonts\glyphicons-halflings-regular.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 1, 289
"c:\projects\diploma\backend\staticfiles\rest_framework\js\ajax-form.js", "JavaScript", 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 16, 23, 134
"c:\projects\diploma\backend\staticfiles\rest_framework\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 6
"c:\projects\diploma\backend\staticfiles\rest_framework\js\csrf.js", "JavaScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 9, 10, 54
"c:\projects\diploma\backend\staticfiles\rest_framework\js\default.js", "JavaScript", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 6, 10, 48
"c:\projects\diploma\backend\staticfiles\rest_framework\js\jquery-3.7.1.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"c:\projects\diploma\backend\staticfiles\rest_framework\js\load-ajax-form.js", "JavaScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\projects\diploma\backend\staticfiles\rest_framework\js\prettify-min.js", "JavaScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"c:\projects\diploma\backend\staticfiles\vendor\adminlte\css\adminlte.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 7
"c:\projects\diploma\backend\staticfiles\vendor\adminlte\js\adminlte.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\projects\diploma\backend\staticfiles\vendor\bootstrap\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\projects\diploma\backend\staticfiles\vendor\bootstrap\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\brite\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\cerulean\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\cosmo\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\cyborg\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\darkly\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\default\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 16, 90
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\flatly\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\journal\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\litera\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\lumen\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\lux\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\materia\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\minty\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\morph\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\pulse\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\quartz\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\sandstone\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\simplex\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\sketchy\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\slate\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\solar\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\spacelab\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\superhero\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\united\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\vapor\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\yeti\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\bootswatch\zephyr\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 12
"c:\projects\diploma\backend\staticfiles\vendor\fontawesome-free\css\all.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 2, 10
"c:\projects\diploma\backend\staticfiles\vendor\select2\css\select2.min.css", "PostCSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\projects\diploma\backend\staticfiles\vendor\select2\js\select2.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2
"c:\projects\diploma\backend\users\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\projects\diploma\backend\users\admin.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\projects\diploma\backend\users\apps.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\projects\diploma\backend\users\migrations\0001_initial.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 46
"c:\projects\diploma\backend\users\migrations\0002_alter_user_email_alter_user_role.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\projects\diploma\backend\users\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\projects\diploma\backend\users\models.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\projects\diploma\backend\users\serializers.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 61
"c:\projects\diploma\backend\users\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\projects\diploma\backend\users\urls.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\projects\diploma\backend\users\views.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"c:\projects\diploma\frontend\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 14, 37
"c:\projects\diploma\frontend\eslint.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 2, 3, 19
"c:\projects\diploma\frontend\next.config.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"c:\projects\diploma\frontend\package-lock.json", "JSON", 0, 0, 0, 6856, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6857
"c:\projects\diploma\frontend\package.json", "JSON", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\projects\diploma\frontend\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\projects\diploma\frontend\public\file.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\projects\diploma\frontend\public\globe.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\projects\diploma\frontend\public\next.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\projects\diploma\frontend\public\vercel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\projects\diploma\frontend\public\window.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\projects\diploma\frontend\src\app\adoption-success\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 10, 48
"c:\projects\diploma\frontend\src\app\animals\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 32, 232
"c:\projects\diploma\frontend\src\app\cart\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 43, 241
"c:\projects\diploma\frontend\src\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 50, 212
"c:\projects\diploma\frontend\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 5, 39
"c:\projects\diploma\frontend\src\app\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 16, 101
"c:\projects\diploma\frontend\src\app\order-success\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 8, 46
"c:\projects\diploma\frontend\src\app\orders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 14, 111
"c:\projects\diploma\frontend\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 28, 188
"c:\projects\diploma\frontend\src\app\register\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 15, 91
"c:\projects\diploma\frontend\src\app\researcher\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 443, 0, 0, 0, 0, 0, 0, 0, 90, 533
"c:\projects\diploma\frontend\src\app\shop\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 22, 131
"c:\projects\diploma\frontend\src\app\user\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 37, 224
"c:\projects\diploma\frontend\src\components\AnimalMap.tsx", "TypeScript JSX", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 8, 54
"c:\projects\diploma\frontend\src\components\Header\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 33, 162
"c:\projects\diploma\frontend\src\components\PageTransition\PageTransition.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\projects\diploma\frontend\src\components\ui\Card.tsx", "TypeScript JSX", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\projects\diploma\frontend\src\services\api.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\projects\diploma\frontend\src\types\animal.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\projects\diploma\frontend\src\utils\auth.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\projects\diploma\frontend\tsconfig.json", "JSON with Comments", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"Total", "-", 740, 42, 34, 6890, 1871, 18736, 6540, 106, 948, 4, 4, 4629, 6765, 47309
